,0,1,2,3,4,5,6,7,8,9,10,11,Target
0,49250500.0,255.60000610351562,262.489990234375,252.0,44054640.0,246.5,248.72000122070312,239.1300048828125,41483488.0,240.33999633789062,245.14999389648438,236.89999389648438,242.8000030517578
1,56770080.0,94.19999694824219,95.73999786376953,93.68000030517578,40984160.0,95.19999694824219,95.9000015258789,93.81999969482422,35850220.0,94.0,94.06999969482422,92.68000030517578,93.37000274658203
2,76562168.0,110.1500015258789,111.87999725341797,107.36000061035156,61681248.0,110.2300033569336,112.33999633789062,109.12999725341797,53142592.0,112.48999786376953,112.77999877929688,110.04000091552734,108.97000122070312
3,67678680.0,178.3699951171875,181.47000122070312,175.50999450683594,31096240.0,179.72999572753906,180.27000427246094,176.5500030517578,23623970.0,174.94000244140625,176.60000610351562,172.10000610351562,174.24000549316406
4,41464880.0,167.25,170.02000427246094,165.19000244140625,38116288.0,167.80999755859375,171.75,166.89999389648438,37425640.0,167.8800048828125,168.94000244140625,164.47000122070312,167.63999938964844
5,32931110.0,177.32000732421875,177.47000122070312,173.66000366210938,19620520.0,175.24000549316406,176.8000030517578,174.94000244140625,36387880.0,175.0399932861328,175.08999633789062,171.25999450683594,170.0
6,31672220.0,98.52999877929688,99.3499984741211,98.4800033569336,37708360.0,98.69000244140625,99.12000274658203,97.0999984741211,31890740.0,97.31999969482422,98.4800033569336,96.75,97.81999969482422
7,14676420.0,141.41000366210938,142.0399932861328,141.11000061035156,17302160.0,141.8800048828125,142.0,140.4499969482422,23294040.0,141.22000122070312,142.9199981689453,141.16000366210938,142.44000244140625
8,31851180.0,96.4000015258789,96.5,94.55000305175781,36192152.0,93.9800033569336,96.37999725341797,93.31999969482422,27526040.0,96.05000305175781,96.76000213623047,95.25,97.19999694824219
9,31087330.0,179.3699951171875,180.10000610351562,178.25,31306390.0,178.61000061035156,179.5800018310547,177.41000366210938,27052000.0,177.3000030517578,177.77999877929688,176.60000610351562,177.3000030517578
10,66139768.0,118.08000183105469,118.12999725341797,114.91999816894531,67673448.0,115.4000015258789,116.54000091552734,113.98999786376953,85436208.0,116.93000030517578,119.30000305175781,116.05999755859375,118.69999694824219
11,44662320.0,174.24000549316406,174.9499969482422,170.25999450683594,41156140.0,171.50999450683594,174.77000427246094,170.8800048828125,45941752.0,176.72999572753906,181.2899932861328,174.92999267578125,182.66000366210938
12,61747260.0,110.19000244140625,110.19000244140625,108.20999908447266,52720620.0,110.0,112.27999877929688,109.48999786376953,30386830.0,112.7300033569336,112.75,111.44000244140625,110.81999969482422
13,21337310.0,116.73999786376953,117.5,116.68000030517578,23724430.0,116.80000305175781,117.4000015258789,116.77999877929688,26043820.0,116.3499984741211,116.51000213623047,115.63999938964844,115.58999633789062
14,35644512.0,218.00999450683594,224.3000030517578,216.55999755859375,49118512.0,224.94000244140625,225.0,219.83999633789062,41411352.0,223.52000427246094,228.35000610351562,222.57000732421875,225.75
15,25829880.0,196.4199981689453,200.22999572753906,196.33999633789062,35738280.0,200.32000732421875,202.85000610351562,199.22999572753906,21654750.0,198.67999267578125,200.74000549316406,198.17999267578125,200.85000610351562
16,18631540.0,154.25999450683594,154.4499969482422,152.72000122070312,16216800.0,154.00999450683594,155.08999633789062,153.91000366210938,20088940.0,153.6300048828125,153.86000061035156,152.4600067138672,154.17999267578125
17,20755140.0,174.6699981689453,175.49000549316406,173.94000244140625,24755470.0,173.8699951171875,174.44000244140625,172.02000427246094,23985960.0,170.32000732421875,173.07000732421875,169.5,175.49000549316406
18,23735080.0,258.739990234375,260.3500061035156,258.1099853515625,17520500.0,258.69000244140625,260.44000244140625,256.8500061035156,20507460.0,258.29998779296875,262.4700012207031,258.2799987792969,261.54998779296875
19,29264340.0,273.6099853515625,277.8999938964844,272.20001220703125,31203580.0,275.8699951171875,281.75,274.8699951171875,31627180.0,277.20001220703125,283.010009765625,277.0,281.79998779296875
20,29771210.0,188.75,189.75999450683594,186.5500030517578,20710390.0,188.9499969482422,189.55999755859375,187.52999877929688,23524830.0,189.8300018310547,190.0800018310547,188.5399932861328,191.63999938964844
21,22941650.0,131.35000610351562,132.22000122070312,131.22000122070312,28321440.0,131.64999389648438,132.4499969482422,131.1199951171875,20046250.0,132.4600067138672,132.94000244140625,132.0500030517578,133.0800018310547
22,26591850.0,153.89999389648438,155.80999755859375,153.77999877929688,21017560.0,155.02000427246094,155.97999572753906,154.47999572753906,21144040.0,155.25,155.5399932861328,154.39999389648438,155.19000244140625
23,17154540.0,171.8000030517578,172.3699951171875,170.3000030517578,18890250.0,171.5800018310547,173.0,171.3800048828125,21846400.0,174.16000366210938,175.8699951171875,173.9499969482422,173.7100067138672
24,52979780.0,103.91000366210938,105.30000305175781,103.91000366210938,114436304.0,96.0,98.70999908447266,95.68000030517578,82107120.0,97.61000061035156,97.87999725341797,94.25,93.98999786376953
25,18386470.0,219.9600067138672,220.82000732421875,219.1199951171875,25643090.0,221.05999755859375,222.85000610351562,219.44000244140625,22187880.0,222.00999450683594,223.75999450683594,220.3699951171875,221.3800048828125
26,21341960.0,119.20999908447266,119.2300033569336,117.91999816894531,13046450.0,118.29000091552734,118.41000366210938,117.5999984741211,38063128.0,117.98999786376953,119.41000366210938,117.75,118.75
27,50415608.0,349.30999755859375,351.05999755859375,335.4800109863281,50036512.0,344.7200012207031,347.79998779296875,334.2200012207031,34702232.0,333.25,345.67999267578125,332.5799865722656,351.4599914550781
28,46810020.0,115.19000244140625,115.38999938964844,112.8499984741211,64678220.0,112.18000030517578,112.68000030517578,109.79000091552734,53168580.0,111.94000244140625,112.80000305175781,110.3499984741211,111.06999969482422
29,84188208.0,228.0800018310547,228.5,212.61000061035156,71882768.0,236.36000061035156,247.69000244140625,234.3000030517578,75900512.0,250.75,258.25,244.3000030517578,246.52000427246094
30,33090950.0,297.1600036621094,304.44000244140625,297.1600036621094,42621540.0,307.239990234375,310.42999267578125,306.20001220703125,35217272.0,310.6000061035156,312.6700134277344,308.25,311.6400146484375
31,27553750.0,95.38999938964844,95.4000015258789,94.45999908447266,30877540.0,94.5999984741211,95.66000366210938,94.37000274658203,24460850.0,95.69999694824219,96.5,95.62000274658203,96.48999786376953
32,21700900.0,265.79998779296875,267.42999267578125,264.2300109863281,19069600.0,267.8999938964844,268.0,265.3900146484375,26609920.0,265.5400085449219,266.0799865722656,260.3999938964844,263.69000244140625
33,20182050.0,189.69000244140625,192.5500030517578,189.69000244140625,20670830.0,191.77999877929688,192.42999267578125,190.1699981689453,15955820.0,190.67999267578125,191.9600067138672,189.55999755859375,192.4499969482422
34,20254650.0,317.75,322.3500061035156,317.2099914550781,21910700.0,320.75,323.44000244140625,318.92999267578125,26122800.0,324.6600036621094,326.20001220703125,322.29998779296875,324.3900146484375
35,31774720.0,201.9199981689453,204.72000122070312,201.69000244140625,33291640.0,205.97000122070312,210.05999755859375,204.1300048828125,25289270.0,209.97999572753906,210.1199951171875,206.75,205.5500030517578
36,27074260.0,220.14999389648438,223.49000549316406,219.41000366210938,48696960.0,223.25,228.25999450683594,222.39999389648438,43177540.0,226.50999450683594,228.8699951171875,226.0,228.41000366210938
37,27997990.0,105.0,105.6500015258789,104.51000213623047,52979780.0,103.91000366210938,105.30000305175781,103.91000366210938,114436304.0,96.0,98.70999908447266,95.68000030517578,97.61000061035156
38,42287640.0,195.33999633789062,197.69000244140625,190.77999877929688,43751808.0,191.50999450683594,191.97999572753906,186.60000610351562,49696100.0,191.66000366210938,192.8800048828125,184.5800018310547,188.75
39,20686510.0,117.5199966430664,118.0199966430664,116.19999694824219,14979680.0,116.44999694824219,117.11000061035156,116.4000015258789,30555900.0,116.6500015258789,117.19999694824219,115.43000030517578,115.80000305175781
40,62800768.0,110.2699966430664,113.27999877929688,109.9000015258789,49793752.0,111.79000091552734,114.20999908447266,111.76000213623047,58279568.0,116.58000183105469,116.88999938964844,114.86000061035156,115.93000030517578
41,25817950.0,257.3299865722656,257.8500061035156,255.3800048828125,19974430.0,257.04998779296875,258.19000244140625,256.32000732421875,18966120.0,256.7699890136719,257.489990234375,255.3699951171875,258.739990234375
42,25277680.0,154.33999633789062,154.4499969482422,153.4600067138672,26591850.0,153.89999389648438,155.80999755859375,153.77999877929688,21017560.0,155.02000427246094,155.97999572753906,154.47999572753906,155.25
43,40113792.0,172.36000061035156,174.82000732421875,171.77000427246094,33690660.0,172.0500030517578,174.25999450683594,171.4199981689453,37378072.0,172.8300018310547,174.1199951171875,171.00999450683594,171.8000030517578
44,18473070.0,196.4499969482422,197.10000610351562,195.92999267578125,25829880.0,196.4199981689453,200.22999572753906,196.33999633789062,35738280.0,200.32000732421875,202.85000610351562,199.22999572753906,198.67999267578125
45,33009110.0,121.11000061035156,121.80999755859375,120.62000274658203,33829288.0,120.95999908447266,121.80999755859375,120.05000305175781,59029400.0,116.9000015258789,118.06999969482422,116.05999755859375,116.37000274658203
46,25737560.0,174.27999877929688,175.14999389648438,172.88999938964844,27413060.0,175.69000244140625,177.75,173.97000122070312,19238480.0,175.94000244140625,176.0,174.5399932861328,174.6699981689453
47,71937312.0,99.93000030517578,100.87999725341797,98.06999969482422,133059000.0,96.04000091552734,96.62999725341797,93.33999633789062,55622368.0,93.79000091552734,94.5199966430664,92.38999938964844,94.79000091552734
