,0,1,2,3,4,5,6,7,8,9,10,11,Target
0,19005150.0,194.61000061035156,195.9600067138672,193.61000061035156,23975350.0,194.99000549316406,195.19000244140625,190.10000610351562,20912890.0,191.89999389648438,192.1999969482422,189.07000732421875,190.3000030517578
1,52955312.0,107.25,107.2699966430664,105.23999786376953,46461608.0,104.63999938964844,105.72000122070312,103.12999725341797,45114592.0,102.6500015258789,105.72000122070312,102.52999877929688,107.51000213623047
2,15649120.0,153.35000610351562,153.92999267578125,153.05999755859375,32429770.0,153.75,153.99000549316406,147.3000030517578,17192770.0,149.88999938964844,150.22999572753906,149.19000244140625,149.89999389648438
3,26645130.0,107.9000015258789,108.30000305175781,107.51000213623047,42250480.0,107.83000183105469,108.76000213623047,107.06999969482422,52955312.0,107.25,107.2699966430664,105.23999786376953,104.63999938964844
4,20523870.0,174.35000610351562,175.61000061035156,173.92999267578125,21532200.0,174.5500030517578,175.05999755859375,173.41000366210938,23751690.0,173.16000366210938,174.3000030517578,173.0,174.58999633789062
5,36059608.0,289.4599914550781,292.69000244140625,285.2200012207031,25247630.0,289.92999267578125,293.67999267578125,289.5199890136719,33911860.0,296.239990234375,300.6000061035156,295.19000244140625,297.1499938964844
6,23286380.0,204.42999267578125,207.75,203.89999389648438,17427570.0,207.36000061035156,208.47999572753906,207.0500030517578,18463850.0,206.8300018310547,207.75999450683594,205.1199951171875,204.89999389648438
7,32879090.0,186.92999267578125,190.89999389648438,186.75999450683594,38612288.0,183.52000427246094,184.35000610351562,180.27999877929688,28364850.0,185.22000122070312,188.0,184.6999969482422,184.66000366210938
8,16331260.0,262.5899963378906,263.17999267578125,260.8399963378906,21029520.0,262.7099914550781,266.44000244140625,262.5199890136719,26334880.0,266.94000244140625,267.1600036621094,262.5,265.5799865722656
9,48032600.0,95.0199966430664,96.8499984741211,94.61000061035156,44811800.0,96.66999816894531,98.20999908447266,96.1500015258789,38866100.0,98.83999633789062,98.88999938964844,96.08999633789062,96.0
10,52828888.0,115.97000122070312,116.5,114.12000274658203,38610120.0,114.58000183105469,116.25,114.5,54851008.0,116.52999877929688,119.98999786376953,116.52999877929688,117.80999755859375
11,42288792.0,95.91999816894531,96.3499984741211,94.0999984741211,49979700.0,93.79000091552734,94.72000122070312,92.58999633789062,40323020.0,94.19000244140625,94.5,93.01000213623047,95.0199966430664
12,39075248.0,172.0,172.0,170.05999755859375,50565420.0,170.16000366210938,170.16000366210938,167.07000732421875,45635472.0,165.52999877929688,167.3699951171875,164.6999969482422,166.8699951171875
13,28432570.0,321.4700012207031,327.2200012207031,321.4700012207031,23686890.0,324.19000244140625,326.2200012207031,323.3500061035156,20028450.0,324.739990234375,325.9800109863281,322.8500061035156,315.3599853515625
14,23714690.0,180.1999969482422,182.13999938964844,178.6199951171875,27948160.0,178.9199981689453,180.58999633789062,177.91000366210938,28481170.0,176.4199981689453,179.35000610351562,176.0,177.9499969482422
15,26148590.0,185.8000030517578,188.38999938964844,185.7899932861328,31440300.0,188.35000610351562,188.99000549316406,185.9199981689453,31003380.0,186.22999572753906,189.49000549316406,184.72999572753906,190.02000427246094
16,50991032.0,199.0,199.85000610351562,193.7899932861328,46725712.0,191.6300048828125,197.17999267578125,191.4499969482422,60547340.0,193.89999389648438,194.47999572753906,185.92999267578125,188.38999938964844
17,20710390.0,188.9499969482422,189.55999755859375,187.52999877929688,23524830.0,189.8300018310547,190.0800018310547,188.5399932861328,27308200.0,191.63999938964844,191.67999267578125,188.3800048828125,191.08999633789062
18,40529120.0,268.70001220703125,270.07000732421875,264.70001220703125,32755730.0,268.30999755859375,273.70001220703125,265.8299865722656,48748672.0,280.0,288.25,278.04998779296875,282.3999938964844
19,19088170.0,172.14999389648438,172.38999938964844,171.4600067138672,23402510.0,172.5,173.5399932861328,172.0,20442740.0,172.39999389648438,173.1300048828125,171.64999389648438,173.6300048828125
20,22941650.0,131.35000610351562,132.22000122070312,131.22000122070312,28321440.0,131.64999389648438,132.4499969482422,131.1199951171875,20046250.0,132.4600067138672,132.94000244140625,132.0500030517578,133.0800018310547
21,30341520.0,142.94000244140625,143.35000610351562,140.05999755859375,20320420.0,141.60000610351562,142.14999389648438,141.00999450683594,17775510.0,141.91000366210938,142.3800048828125,141.0500030517578,141.47999572753906
22,16367780.0,156.72999572753906,157.27999877929688,156.41000366210938,24093300.0,157.89999389648438,160.0,157.64999389648438,18969700.0,159.77999877929688,160.8699951171875,159.22999572753906,160.4199981689453
23,36778560.0,168.07000732421875,173.10000610351562,166.44000244140625,39824200.0,173.67999267578125,175.14999389648438,166.9199981689453,41464880.0,167.25,170.02000427246094,165.19000244140625,167.80999755859375
24,15955820.0,190.67999267578125,191.9600067138672,189.55999755859375,18680930.0,192.4499969482422,193.66000366210938,192.0500030517578,16553500.0,193.05999755859375,194.85000610351562,192.42999267578125,194.61000061035156
25,36792100.0,113.87000274658203,115.20999908447266,113.44999694824219,26378910.0,113.6500015258789,114.2300033569336,113.19999694824219,43403760.0,113.45999908447266,113.7699966430664,110.52999877929688,111.4000015258789
